Metric,Subject,Correlation,P_Value,Significant,N_Points
Q_Avg_Dependency_Depth,Human,0.19072886579890042,0.7173758209831888,False,6
Q_Avg_Dependency_Depth,Llama 3.1 70B,0.3046493613819647,0.5571633994177878,False,6
Q_Avg_Dependency_Depth,Qwen 2.5 32B,0.27355269047079317,0.5999060851690078,False,6
Q_Avg_Dependency_Depth,OLMo 13B,0.04014098705879188,0.9398208589747954,False,6
Q_Avg_Dependency_Depth,Mistral 7B,-0.1853462806734452,0.7251642019697762,False,6
Q_Avg_Dependency_Depth,Phi-3 Mini,0.022623098616976534,0.9660711413774028,False,6
Q_Avg_Dependency_Depth,InternLM 1.8B,-0.3638253661712066,0.4783415319662055,False,6
Q_Unique_Dependency_Types,Human,0.20940449743798145,0.6904844729493008,False,6
Q_Unique_Dependency_Types,Llama 3.1 70B,-0.35565562023295055,0.489010172989942,False,6
Q_Unique_Dependency_Types,Qwen 2.5 32B,-0.4541962311460267,0.36555468107611694,False,6
Q_Unique_Dependency_Types,OLMo 13B,-0.48607455262564725,0.32831021666153776,False,6
Q_Unique_Dependency_Types,Mistral 7B,-0.7516582509968351,0.08485236858416774,False,6
Q_Unique_Dependency_Types,Phi-3 Mini,-0.6223578607044968,0.18699192832134395,False,6
Q_Unique_Dependency_Types,InternLM 1.8B,-0.7640235152077137,0.0769571884211563,False,6
Q_Clause_Count,Human,-0.37028960258047083,0.4699516125789961,False,6
Q_Clause_Count,Llama 3.1 70B,-0.12674388526207492,0.8109021797823772,False,6
Q_Clause_Count,Qwen 2.5 32B,-0.35740839526854856,0.48671521729838196,False,6
Q_Clause_Count,OLMo 13B,-0.22219187179687888,0.6721969128819933,False,6
Q_Clause_Count,Mistral 7B,-0.5602331695412127,0.24756797431585514,False,6
Q_Clause_Count,Phi-3 Mini,-0.443209992915462,0.37871600978340947,False,6
Q_Clause_Count,InternLM 1.8B,-0.40490371658617574,0.42583580392168746,False,6
Q_Lexical_Diversity,Human,-0.11985819898064527,0.8210736422449436,False,6
Q_Lexical_Diversity,Llama 3.1 70B,-0.5901415122937099,0.2175511399277831,False,6
Q_Lexical_Diversity,Qwen 2.5 32B,-0.5734981803262246,0.2340645519588132,False,6
Q_Lexical_Diversity,OLMo 13B,-0.2550252138423943,0.6257553262747388,False,6
Q_Lexical_Diversity,Mistral 7B,-0.20162412456336345,0.7016620541049781,False,6
Q_Lexical_Diversity,Phi-3 Mini,-0.3744691903790133,0.4645515926916281,False,6
Q_Lexical_Diversity,InternLM 1.8B,-0.1094630320319945,0.8364612534811845,False,6
Q_Entity_Count,Human,0.2961068652610773,0.5688209198396276,False,6
Q_Entity_Count,Llama 3.1 70B,0.25474475682638187,0.6261486813905883,False,6
Q_Entity_Count,Qwen 2.5 32B,0.4008626563391957,0.43091349983917326,False,6
Q_Entity_Count,OLMo 13B,0.06187113903162167,0.9073117139834326,False,6
Q_Entity_Count,Mistral 7B,0.1803827244611862,0.7323605532941282,False,6
Q_Entity_Count,Phi-3 Mini,0.24788189516146386,0.6357927625659326,False,6
Q_Entity_Count,InternLM 1.8B,-0.1997052603804747,0.7044244511007471,False,6
Q_Entity_Type_Count,Human,0.13792100022748377,0.7944302802429057,False,6
Q_Entity_Type_Count,Llama 3.1 70B,0.04316914722032014,0.9352865036471504,False,6
Q_Entity_Type_Count,Qwen 2.5 32B,0.16801685738512728,0.7503462436681795,False,6
Q_Entity_Type_Count,OLMo 13B,-0.03347113617111991,0.9498120448840245,False,6
Q_Entity_Type_Count,Mistral 7B,0.0032134277450619475,0.9951798749735239,False,6
Q_Entity_Type_Count,Phi-3 Mini,0.04566638044612836,0.9315480460836155,False,6
Q_Entity_Type_Count,InternLM 1.8B,-0.4213733848666494,0.4053485099281458,False,6
Q_Content_Word_Ratio,Human,0.09793662052761437,0.8535647527542647,False,6
Q_Content_Word_Ratio,Llama 3.1 70B,-0.6842524942837185,0.13380527244182683,False,6
Q_Content_Word_Ratio,Qwen 2.5 32B,-0.8001185415024868,0.05593600445199541,False,6
Q_Content_Word_Ratio,OLMo 13B,-0.596869308425546,0.2110142696759232,False,6
Q_Content_Word_Ratio,Mistral 7B,-0.7674576549734498,0.07482644013777648,False,6
Q_Content_Word_Ratio,Phi-3 Mini,-0.7809213915212352,0.06673576829747221,False,6
Q_Content_Word_Ratio,InternLM 1.8B,-0.5545521641557473,0.2534419412312371,False,6
Q_Mental_State_Verbs,Human,0.46588177268512354,0.35173618808571544,False,6
Q_Mental_State_Verbs,Llama 3.1 70B,-0.07375185137709772,0.8895728034690535,False,6
Q_Mental_State_Verbs,Qwen 2.5 32B,-0.14109303060985567,0.7897648407284187,False,6
Q_Mental_State_Verbs,OLMo 13B,-0.36033926176180453,0.48288512201652556,False,6
Q_Mental_State_Verbs,Mistral 7B,-0.5409787178206467,0.26769279080227587,False,6
Q_Mental_State_Verbs,Phi-3 Mini,-0.36518024177411,0.476579236693982,False,6
Q_Mental_State_Verbs,InternLM 1.8B,-0.5008395776433502,0.3115560041151008,False,6
Q_Perspective_Markers,Human,0.5384727549546334,0.2703567381107913,False,6
Q_Perspective_Markers,Llama 3.1 70B,0.16569334819626577,0.7537344739603248,False,6
Q_Perspective_Markers,Qwen 2.5 32B,0.3031373085948389,0.5592220184251951,False,6
Q_Perspective_Markers,OLMo 13B,-0.09951810382345722,0.851215650599801,False,6
Q_Perspective_Markers,Mistral 7B,0.06179784449679576,0.9074212354226612,False,6
Q_Perspective_Markers,Phi-3 Mini,0.13617478103940917,0.7970004118005893,False,6
Q_Perspective_Markers,InternLM 1.8B,-0.19142893191737756,0.7163640621723202,False,6
Q_Question_Word_Count,Human,-0.31433053198680166,0.5440327091929157,False,6
Q_Question_Word_Count,Llama 3.1 70B,0.08096199563209981,0.8788223532073226,False,6
Q_Question_Word_Count,Qwen 2.5 32B,0.06825768905803883,0.8977724765259762,False,6
Q_Question_Word_Count,OLMo 13B,0.07472556639846413,0.8881202808312593,False,6
Q_Question_Word_Count,Mistral 7B,-0.10310214090590848,0.8458947791728384,False,6
Q_Question_Word_Count,Phi-3 Mini,-0.030061643359003958,0.9549211183511415,False,6
Q_Question_Word_Count,InternLM 1.8B,-0.42188395413908714,0.4047188024483301,False,6
Q_Second_Person_Count,Human,0.37069895770783523,0.46942186571502803,False,6
Q_Second_Person_Count,Llama 3.1 70B,0.3066257993798888,0.5544756848346214,False,6
Q_Second_Person_Count,Qwen 2.5 32B,0.28222795392576105,0.587898166809615,False,6
Q_Second_Person_Count,OLMo 13B,-0.026878078972393034,0.9596925903218825,False,6
Q_Second_Person_Count,Mistral 7B,-0.16004194090948587,0.7619866995889018,False,6
Q_Second_Person_Count,Phi-3 Mini,0.03798911550852696,0.9430437391681532,False,6
Q_Second_Person_Count,InternLM 1.8B,-0.22847011366468326,0.663257738722387,False,6
Q_Third_Person_Count,Human,0.20592125927886656,0.6954840088354242,False,6
Q_Third_Person_Count,Llama 3.1 70B,-0.6283743220230114,0.1814966649069846,False,6
Q_Third_Person_Count,Qwen 2.5 32B,-0.5336421686679105,0.2755204449108784,False,6
Q_Third_Person_Count,OLMo 13B,-0.5262079774629639,0.283540169496766,False,6
Q_Third_Person_Count,Mistral 7B,-0.4342050265817795,0.38962366647726704,False,6
Q_Third_Person_Count,Phi-3 Mini,-0.5196171884820628,0.29072306320201435,False,6
Q_Third_Person_Count,InternLM 1.8B,-0.6612729677110293,0.1526719108095561,False,6
Q_Logical_Operators,Human,0.08175487299415174,0.8776409095411585,False,6
Q_Logical_Operators,Llama 3.1 70B,0.1997190885980498,0.7044045360810895,False,6
Q_Logical_Operators,Qwen 2.5 32B,0.05422145664316705,0.9187475196645237,False,6
Q_Logical_Operators,OLMo 13B,-0.006558112847011077,0.9901629717579099,False,6
Q_Logical_Operators,Mistral 7B,-0.1800835273062305,0.7327947703517674,False,6
Q_Logical_Operators,Phi-3 Mini,-0.04787904684525984,0.9282363087704585,False,6
Q_Logical_Operators,InternLM 1.8B,0.0940677884701279,0.8593145084112808,False,6
Q_Temporal_References,Human,0.15601798470248146,0.7678718875355474,False,6
Q_Temporal_References,Llama 3.1 70B,-0.26579144700966745,0.6107012602721329,False,6
Q_Temporal_References,Qwen 2.5 32B,-0.4083989312608906,0.42145996807797187,False,6
Q_Temporal_References,OLMo 13B,-0.44197622942666737,0.38020413436318107,False,6
Q_Temporal_References,Mistral 7B,-0.731865589550402,0.09820518899271824,False,6
Q_Temporal_References,Phi-3 Mini,-0.5816146314009282,0.2259510661282841,False,6
Q_Temporal_References,InternLM 1.8B,-0.6558498060553499,0.1572785703205231,False,6
Q_Negation_Count,Human,0.33715662436241384,0.5134281338671398,False,6
Q_Negation_Count,Llama 3.1 70B,-0.209094267329192,0.6909294428293048,False,6
Q_Negation_Count,Qwen 2.5 32B,0.01251518812523883,0.9812281979386857,False,6
Q_Negation_Count,OLMo 13B,-0.053555941526020445,0.9197428933276447,False,6
Q_Negation_Count,Mistral 7B,0.30758033281969677,0.5531789211401008,False,6
Q_Negation_Count,Phi-3 Mini,0.13790938312427892,0.7944473744513011,False,6
Q_Negation_Count,InternLM 1.8B,0.14639673045117332,0.7819736918834237,False,6
Q_Conditional_Count,Human,-0.21321121681312938,0.6850293615821168,False,6
Q_Conditional_Count,Llama 3.1 70B,0.26766772085636864,0.6080870806558759,False,6
Q_Conditional_Count,Qwen 2.5 32B,0.24806898444639203,0.6355293853299562,False,6
Q_Conditional_Count,OLMo 13B,0.4216106906289944,0.4050557893105776,False,6
Q_Conditional_Count,Mistral 7B,0.5244525650454426,0.28544662071274296,False,6
Q_Conditional_Count,Phi-3 Mini,0.42995599769835086,0.39480730066291925,False,6
Q_Conditional_Count,InternLM 1.8B,0.8223494076555636,0.044536296813176376,True,6
Q_Syntactic_Complexity,Human,0.1405736860297225,0.7905284065333834,False,6
Q_Syntactic_Complexity,Llama 3.1 70B,-0.1524892146487557,0.7730390908757375,False,6
Q_Syntactic_Complexity,Qwen 2.5 32B,-0.26143379945080186,0.6167834913164346,False,6
Q_Syntactic_Complexity,OLMo 13B,-0.3360076470356258,0.5149563524556349,False,6
Q_Syntactic_Complexity,Mistral 7B,-0.6313337596277998,0.1788185966134669,False,6
Q_Syntactic_Complexity,Phi-3 Mini,-0.46342228872804997,0.3546289027127292,False,6
Q_Syntactic_Complexity,InternLM 1.8B,-0.6720676757976634,0.14367655688143166,False,6
Q_Semantic_Complexity,Human,0.35107654357006796,0.4950211085964066,False,6
Q_Semantic_Complexity,Llama 3.1 70B,0.08667881658015616,0.8703073935194641,False,6
Q_Semantic_Complexity,Qwen 2.5 32B,0.24136778014502505,0.6449791807625385,False,6
Q_Semantic_Complexity,OLMo 13B,-0.075066513873503,0.8876117283984111,False,6
Q_Semantic_Complexity,Mistral 7B,0.04251439842968882,0.9362668241919301,False,6
Q_Semantic_Complexity,Phi-3 Mini,0.09374035867888847,0.8598013221921653,False,6
Q_Semantic_Complexity,InternLM 1.8B,-0.3553934947515805,0.48935366311849393,False,6
Q_ToM_Complexity,Human,0.5847577109617021,0.22283992151387869,False,6
Q_ToM_Complexity,Llama 3.1 70B,-0.3838772368416622,0.4524685521709445,False,6
Q_ToM_Complexity,Qwen 2.5 32B,-0.4002660101287922,0.43166486970396656,False,6
Q_ToM_Complexity,OLMo 13B,-0.6272939513385924,0.18247843696464516,False,6
Q_ToM_Complexity,Mistral 7B,-0.7579983564200024,0.08076080486022126,False,6
Q_ToM_Complexity,Phi-3 Mini,-0.6224563889398551,0.186901389341035,False,6
Q_ToM_Complexity,InternLM 1.8B,-0.8382422403086789,0.0371321170103024,True,6
Q_Reasoning_Complexity,Human,0.08569654074847093,0.8717698621656746,False,6
Q_Reasoning_Complexity,Llama 3.1 70B,-0.028559881564537093,0.9571718253272957,False,6
Q_Reasoning_Complexity,Qwen 2.5 32B,-0.19971660295643895,0.7044081158255127,False,6
Q_Reasoning_Complexity,OLMo 13B,-0.19946928210508613,0.7047643181923798,False,6
Q_Reasoning_Complexity,Mistral 7B,-0.45343178860391137,0.3664651926827448,False,6
Q_Reasoning_Complexity,Phi-3 Mini,-0.31569220362962574,0.5421928844755404,False,6
Q_Reasoning_Complexity,InternLM 1.8B,-0.1941881119046984,0.7123791541131002,False,6
Question_Complexity_Score,Human,0.2615454730737479,0.6166274347146659,False,6
Question_Complexity_Score,Llama 3.1 70B,-0.16653040234956218,0.7525135382513181,False,6
Question_Complexity_Score,Qwen 2.5 32B,-0.2572731026670976,0.6226047284991703,False,6
Question_Complexity_Score,OLMo 13B,-0.39091135168029406,0.4435008836225879,False,6
Question_Complexity_Score,Mistral 7B,-0.6530442932305928,0.15968443112407169,False,6
Question_Complexity_Score,Phi-3 Mini,-0.4789972902930265,0.3364542514889191,False,6
Question_Complexity_Score,InternLM 1.8B,-0.7007296263250277,0.12094239502786658,False,6
Idea_Density,Human,-0.5363860115702694,0.27258277984345847,False,6
Idea_Density,Llama 3.1 70B,-0.03859074826039105,0.9421426131652859,False,6
Idea_Density,Qwen 2.5 32B,-0.027389573700619008,0.9589259131240663,False,6
Idea_Density,OLMo 13B,0.3149256036098401,0.5432284617275174,False,6
Idea_Density,Mistral 7B,0.39629878101649657,0.43667172998085246,False,6
Idea_Density,Phi-3 Mini,0.22139055100458538,0.6733397669390535,False,6
Idea_Density,InternLM 1.8B,0.4635172615983514,0.35451704426915276,False,6
Word_Count,Human,-0.7481624924604665,0.08714715970891007,False,6
Word_Count,Llama 3.1 70B,0.45328843239944727,0.3666360298290269,False,6
Word_Count,Qwen 2.5 32B,0.29718392353150713,0.5673475018423502,False,6
Word_Count,OLMo 13B,0.5145459030653642,0.29629608535851215,False,6
Word_Count,Mistral 7B,0.44206731856261106,0.3800941965963108,False,6
Word_Count,Phi-3 Mini,0.4230864102527765,0.40323706480897775,False,6
Word_Count,InternLM 1.8B,0.6935454003256937,0.12648137924534342,False,6
rel_attribution,Human,-0.29987351837359977,0.5636726546179452,False,6
rel_attribution,Llama 3.1 70B,0.019690701374254826,0.9704677652146169,False,6
rel_attribution,Qwen 2.5 32B,-0.04604315350717578,0.9309840748370019,False,6
rel_attribution,OLMo 13B,0.1970566125790998,0.7082410641948873,False,6
rel_attribution,Mistral 7B,0.2881671462254657,0.5797140243980798,False,6
rel_attribution,Phi-3 Mini,0.16479666877166033,0.7550427660318073,False,6
rel_attribution,InternLM 1.8B,0.6403776682623626,0.17073767394176934,False,6
rel_causal,Human,-0.9233672157027122,0.008583859226471566,True,6
rel_causal,Llama 3.1 70B,0.7329601690850784,0.09744406554803851,False,6
rel_causal,Qwen 2.5 32B,0.6057456464801241,0.20251398542615154,False,6
rel_causal,OLMo 13B,0.7214769143357157,0.10555943447268937,False,6
rel_causal,Mistral 7B,0.5402339839609741,0.26848341299575407,False,6
rel_causal,Phi-3 Mini,0.610630774342056,0.1978967693682072,False,6
rel_causal,InternLM 1.8B,0.4647751508912307,0.35303669442324687,False,6
rel_explanation,Human,-0.25541207595528254,0.625212831411573,False,6
rel_explanation,Llama 3.1 70B,0.3992939492433625,0.43288992288197997,False,6
rel_explanation,Qwen 2.5 32B,0.34169820121368966,0.5074006395011843,False,6
rel_explanation,OLMo 13B,0.43934123495661115,0.3833891284746528,False,6
rel_explanation,Mistral 7B,0.5060860610313328,0.30568107415818146,False,6
rel_explanation,Phi-3 Mini,0.4652439886623796,0.3524855057089786,False,6
rel_explanation,InternLM 1.8B,0.8021150481782425,0.05486324682906335,False,6
num_edus,Human,-0.6907403279987259,0.12867328071362263,False,6
num_edus,Llama 3.1 70B,0.38179815757869257,0.45513009049184716,False,6
num_edus,Qwen 2.5 32B,0.21999410395339403,0.6753324160283971,False,6
num_edus,OLMo 13B,0.4492380889046237,0.3714743277699451,False,6
num_edus,Mistral 7B,0.3755064195160261,0.4632145254167196,False,6
num_edus,Phi-3 Mini,0.35157909585862307,0.4943603261553182,False,6
num_edus,InternLM 1.8B,0.6691107526782868,0.14611739066150653,False,6
tree_depth,Human,-0.6058621870510391,0.20240332987204532,False,6
tree_depth,Llama 3.1 70B,0.16145616404627894,0.7599201810730889,False,6
tree_depth,Qwen 2.5 32B,0.004689297848467385,0.9929661047849899,False,6
tree_depth,OLMo 13B,0.27924770625368,0.5920162083593039,False,6
tree_depth,Mistral 7B,0.23201341838384598,0.6582245398335287,False,6
tree_depth,Phi-3 Mini,0.17030894812354055,0.7470064950700697,False,6
tree_depth,InternLM 1.8B,0.5733027294949888,0.23426133534893284,False,6
RST_tree_depth,Human,0.43891861307529545,0.3839008167943062,False,6
RST_tree_depth,Llama 3.1 70B,-0.14272531689389234,0.787365718840742,False,6
RST_tree_depth,Qwen 2.5 32B,-0.14884025832362477,0.7783882730782286,False,6
RST_tree_depth,OLMo 13B,-0.4656695642114609,0.35198544381590446,False,6
RST_tree_depth,Mistral 7B,-0.558621016112683,0.2492293978403577,False,6
RST_tree_depth,Phi-3 Mini,-0.4012867195308046,0.4303797278446536,False,6
RST_tree_depth,InternLM 1.8B,-0.7462926184106644,0.08838590645264799,False,6
Volition_MSVD,Human,-0.15930173034933004,0.7630687077705091,False,6
Volition_MSVD,Llama 3.1 70B,0.014995074132971464,0.9775090746386086,False,6
Volition_MSVD,Qwen 2.5 32B,-0.022319503941155394,0.9665263034331675,False,6
Volition_MSVD,OLMo 13B,0.00929607478220737,0.9860562894961659,False,6
Volition_MSVD,Mistral 7B,-0.2490593945369395,0.6341355577933228,False,6
Volition_MSVD,Phi-3 Mini,-0.14440407939099442,0.7848994767003884,False,6
Volition_MSVD,InternLM 1.8B,-0.4733995395600075,0.34294679533001443,False,6
Cognition_MSVD,Human,0.36742416429811686,0.4736649795321063,False,6
Cognition_MSVD,Llama 3.1 70B,-0.6114178047572834,0.19715698132021894,False,6
Cognition_MSVD,Qwen 2.5 32B,-0.6685273089209789,0.1466010781465819,False,6
Cognition_MSVD,OLMo 13B,-0.7501009247600119,0.08587127958578927,False,6
Cognition_MSVD,Mistral 7B,-0.9076261539044934,0.01240528150055679,True,6
Cognition_MSVD,Phi-3 Mini,-0.8242256545410405,0.043629514157755955,True,6
Cognition_MSVD,InternLM 1.8B,-0.9585689499932155,0.002539238997406814,True,6
Emotion_MSVD,Human,0.18662351653645554,0.7233146185512936,False,6
Emotion_MSVD,Llama 3.1 70B,-0.2811801880523345,0.5893450938527739,False,6
Emotion_MSVD,Qwen 2.5 32B,-0.31690912698093177,0.5405501223466413,False,6
Emotion_MSVD,OLMo 13B,-0.4291885376074662,0.39574605894100245,False,6
Emotion_MSVD,Mistral 7B,-0.6335544245919524,0.17681995131387337,False,6
Emotion_MSVD,Phi-3 Mini,-0.5090185666587166,0.3024154801778831,False,6
Emotion_MSVD,InternLM 1.8B,-0.8363569876278947,0.03797745222865164,True,6
Overall_MSVD,Human,0.23400514368122682,0.6553991589585605,False,6
Overall_MSVD,Llama 3.1 70B,-0.44389582604280375,0.37788965550696435,False,6
Overall_MSVD,Qwen 2.5 32B,-0.4965250375083031,0.3164183683456789,False,6
Overall_MSVD,OLMo 13B,-0.5631887219976216,0.2445334491189302,False,6
Overall_MSVD,Mistral 7B,-0.7664054800737174,0.07547639363374799,False,6
Overall_MSVD,Phi-3 Mini,-0.663366578140375,0.1509090945343931,False,6
Overall_MSVD,InternLM 1.8B,-0.8926704125966735,0.01666126137630926,True,6
